"","player_name","club_name","position","position_index","goals_scored","assists","ict_index","goals_conceded","minutes","own_goals","total_points","bps","bonus","clean_sheets","GW","season"
"223","Toby Alderweireld","Tottenham Hotspur","Centre-Back",2,0,0,3.3,1,90,0,8,16,0,0,2,"2016/2017"
"224","Tom Cleverley","Everton FC","Central Midfield",3,0,0,0.3,0,6,0,1,5,0,0,2,"2016/2017"
"225","Tom Heaton","Burnley FC","Goalkeeper",1,0,0,4.8,1,90,0,14,24,0,0,2,"2016/2017"
"226","Tom Huddlestone","Hull City","Defensive Midfield",3,0,0,0.5,1,90,0,5,9,0,0,2,"2016/2017"
"227","Troy Deeney","Watford FC","Centre-Forward",5,0,1,4.8,1,90,0,6,17,0,0,2,"2016/2017"
"228","Valon Behrami","Watford FC","Defensive Midfield",3,0,0,1.5,1,63,0,3,5,0,0,2,"2016/2017"
"229","Victor Moses","Chelsea FC","Right Winger",4,0,0,0.2,0,6,0,2,0,0,0,2,"2016/2017"
"230","Victor Wanyama","Tottenham Hotspur","Defensive Midfield",3,0,0,1.2,1,90,0,13,14,0,0,2,"2016/2017"
"231","Vincent Janssen","Tottenham Hotspur","Centre-Forward",5,0,0,5.7,0,35,0,3,-4,0,0,2,"2016/2017"
"232","Virgil van Dijk","Southampton FC","Centre-Back",2,0,0,2.2,1,90,0,2,14,0,0,2,"2016/2017"
"233","Vito Mannone","Sunderland AFC","Goalkeeper",1,0,0,1.5,2,90,0,3,14,0,0,2,"2016/2017"
"234","Víctor Valdés","Middlesbrough FC","Goalkeeper",1,0,0,0.2,1,90,0,2,8,0,0,2,"2016/2017"
"235","Wayne Hennessey","Crystal Palace","Goalkeeper",1,0,0,1.3,1,90,0,5,12,0,0,2,"2016/2017"
"236","Wayne Rooney","Manchester United","Centre-Forward",5,1,0,13.8,1,88,0,12,34,1,0,2,"2016/2017"
"237","Wayne Routledge","Swansea City","Left Winger",4,0,0,8.1,0,86,0,4,9,0,1,2,"2016/2017"
"238","Wes Morgan","Leicester City","Centre-Back",2,0,0,1.9,2,90,0,7,8,0,0,2,"2016/2017"
"239","Wilfried Zaha","Crystal Palace","Right Winger",4,0,0,5.7,1,90,0,2,6,0,0,2,"2016/2017"
"240","Willian Borges Da Silva","Chelsea FC","Right Winger",4,0,0,9.1,1,79,0,2,12,0,0,2,"2016/2017"
"241","Willy Caballero","Manchester City","Goalkeeper",1,0,0,1.7,1,90,0,4,12,0,0,2,"2016/2017"
"242","Winston Reid","West Ham United","Centre-Back",2,0,0,1.6,2,90,0,6,18,0,0,2,"2016/2017"
"243","Xherdan Shaqiri","Stoke City","Right Winger",4,1,0,8.1,1,90,0,9,22,2,0,2,"2016/2017"
"244","Yannick Bolasie","Everton FC","Left Winger",4,0,0,0.6,1,25,0,1,-1,0,0,2,"2016/2017"
"245","Yohan Cabaye","Crystal Palace","Central Midfield",3,0,0,1.9,0,14,0,2,6,0,0,2,"2016/2017"
"246","Zlatan Ibrahimovic","Manchester United","Centre-Forward",5,1,0,8.8,1,90,0,22,35,3,0,2,"2016/2017"
"247","Álvaro Negredo","Middlesbrough FC","Centre-Forward",5,1,0,9.2,1,90,0,19,30,3,0,2,"2016/2017"
"248","Aaron Lennon","Everton FC","Right Winger",4,0,0,0.9,0,15,0,1,6,0,0,3,"2016/2017"
"249","Aaron Ramsey","Arsenal FC","Central Midfield",3,0,0,3,3,60,0,2,5,0,0,3,"2016/2017"
"250","Abdoulaye Doucouré","Watford FC","Central Midfield",3,0,0,0.1,1,7,0,1,3,0,0,3,"2016/2017"
"251","Abel Hernández","Hull City","Centre-Forward",5,1,1,14.6,1,180,0,13,31,0,1,3,"2016/2017"
"252","Adama Diomande","Hull City","Centre-Forward",5,1,0,12.8,1,162,0,12,31,2,1,3,"2016/2017"
"253","Adam Clayton","Middlesbrough FC","Defensive Midfield",3,0,0,2.8,2,180,0,6,10,0,0,3,"2016/2017"
"254","Adam Forshaw","Middlesbrough FC","Central Midfield",3,0,0,3,2,159,0,6,17,0,0,3,"2016/2017"
"255","Adam Lallana","Liverpool FC","Attacking Midfield",4,1,1,29.8,5,152,0,15,49,2,0,3,"2016/2017"
"256","Adam Smith","AFC Bournemouth","Right-Back",2,1,0,10.5,4,180,0,11,38,0,0,3,"2016/2017"
"257","Adlène Guédioura","Watford FC","Central Midfield",3,0,1,7.5,3,159,0,7,27,0,0,3,"2016/2017"
"258","Adnan Januzaj","Manchester United","Right Winger",4,0,0,12.3,3,117,0,5,13,0,0,3,"2016/2017"
"259","Ahmed Elmohamady","Hull City","Right-Back",2,0,0,4.2,1,180,0,7,39,0,1,3,"2016/2017"
"260","Ahmed Musa","Leicester City","Centre-Forward",5,0,0,6.4,2,94,0,4,11,0,0,3,"2016/2017"
"261","Alberto Moreno","Liverpool FC","Left-Back",2,0,0,2.8,3,104,0,1,9,0,0,3,"2016/2017"
"262","Albert Adomah","Middlesbrough FC","Right Winger",4,0,0,6,2,122,0,3,6,0,0,3,"2016/2017"
"263","Aleksandar Kolarov","Manchester City","Left-Back",2,0,0,7.2,2,180,0,4,32,0,0,3,"2016/2017"
"264","Alexis Sánchez","Arsenal FC","Left Winger",4,0,0,12.3,4,180,0,21,9,0,1,3,"2016/2017"
"265","Alex Iwobi","Arsenal FC","Left Winger",4,0,1,3.4,3,58,0,3,12,0,0,3,"2016/2017"
"266","Alex Oxlade-Chamberlain","Arsenal FC","Central Midfield",3,1,0,11.6,1,109,0,11,34,0,1,3,"2016/2017"
"267","Ander Herrera","Manchester United","Central Midfield",3,0,0,2.6,1,99,0,2,14,0,0,3,"2016/2017"
"268","Andrew Robertson","Hull City","Left-Back",2,0,0,4.8,1,180,0,11,42,1,1,3,"2016/2017"
"269","Andrew Surman","AFC Bournemouth","Central Midfield",3,0,0,6,4,180,0,6,31,0,0,3,"2016/2017"
"270","Andre Gray","Burnley FC","Centre-Forward",5,1,1,11.9,1,180,0,14,26,1,1,3,"2016/2017"
"271","Andros Townsend","Crystal Palace","Right Winger",4,0,0,17.5,2,180,0,5,28,0,0,3,"2016/2017"
"272","André Ayew","West Ham United","Left Winger",4,0,0,0.5,0,34,0,1,5,0,0,3,"2016/2017"
"273","Andy Carroll","West Ham United","Centre-Forward",5,0,0,3.2,2,90,0,2,7,0,0,3,"2016/2017"
"274","Andy King","Leicester City","Central Midfield",3,0,0,2.8,2,105,0,3,18,0,0,3,"2016/2017"
"275","Anthony Martial","Manchester United","Left Winger",4,0,2,14.4,1,165,0,15,39,3,1,3,"2016/2017"
"276","Antonio Barragán","Middlesbrough FC","Right-Back",2,0,0,5.8,2,180,0,10,30,0,0,3,"2016/2017"
"277","Antonio Valencia","Manchester United","Right-Back",2,0,0,7.5,1,180,0,17,37,0,1,3,"2016/2017"
"278","Arouna Koné","Everton FC","Centre-Forward",5,0,0,1.9,0,23,0,2,4,0,0,3,"2016/2017"
"279","Arthur Masuaku","West Ham United","Left-Back",2,0,0,4.6,2,180,0,11,43,1,1,3,"2016/2017"
"280","Artur Boruc","AFC Bournemouth","Goalkeeper",1,0,0,4,4,180,0,11,26,0,0,3,"2016/2017"
"281","Ashley Fletcher","West Ham United","Centre-Forward",5,0,0,1.4,0,11,0,2,4,0,0,2,"2016/2017"
"282","Ashley Williams","Everton FC","Centre-Back",2,0,0,0.2,0,10,0,7,5,0,0,3,"2016/2017"
"283","Bacary Sagna","Manchester City","Right-Back",2,0,0,2.4,1,90,0,2,15,0,0,3,"2016/2017"
"284","Benik Afobe","AFC Bournemouth","Centre-Forward",5,0,0,1.4,0,23,0,1,-1,0,0,3,"2016/2017"
"285","Ben Foster","West Bromwich Albion","Goalkeeper",1,0,0,7.4,2,180,0,18,50,3,1,3,"2016/2017"
"286","Ben Gibson","Middlesbrough FC","Centre-Back",2,0,0,3.5,2,180,0,13,22,0,0,3,"2016/2017"
"287","Ben Mee","Burnley FC","Centre-Back",2,0,0,5.5,1,180,0,9,42,0,1,3,"2016/2017"
"288","Bojan Krkic","Stoke City","Second Striker",5,1,0,8.5,5,167,0,9,33,0,0,3,"2016/2017"
"289","Branislav Ivanovic","Chelsea FC","Centre-Back",2,0,0,11.6,2,180,0,9,33,0,0,3,"2016/2017"
"290","Callum Wilson","AFC Bournemouth","Centre-Forward",5,0,0,3.4,3,140,0,6,1,0,1,3,"2016/2017"
"291","Calum Chambers","Arsenal FC","Centre-Back",2,1,0,7.6,4,90,0,6,26,0,0,3,"2016/2017"
"292","Cesc Fàbregas","Chelsea FC","Central Midfield",3,0,1,4.9,0,13,0,4,18,0,0,3,"2016/2017"
"293","Charlie Austin","Southampton FC","Centre-Forward",5,0,0,1.4,0,32,0,4,7,0,0,3,"2016/2017"
"294","Charlie Daniels","AFC Bournemouth","Left-Back",2,0,0,9.1,4,180,0,5,33,0,0,3,"2016/2017"
"295","Cheikhou Kouyaté","West Ham United","Defensive Midfield",3,0,0,6.5,2,180,0,7,23,0,1,3,"2016/2017"
"296","Christian Eriksen","Tottenham Hotspur","Attacking Midfield",4,0,0,9.9,1,157,0,7,9,0,1,3,"2016/2017"
"297","Christian Fuchs","Leicester City","Left-Back",2,0,0,7.4,2,180,0,8,44,0,1,3,"2016/2017"
"298","Chung-yong Lee","Crystal Palace","Attacking Midfield",4,0,0,7,0,146,0,7,28,0,2,3,"2016/2017"
"299","Claudio Yacob","West Bromwich Albion","Defensive Midfield",3,0,0,4.6,2,180,0,7,23,0,1,3,"2016/2017"
"300","Connor Wickham","Crystal Palace","Centre-Forward",5,0,0,5,2,180,0,6,7,0,0,3,"2016/2017"
"301","Craig Cathcart","Watford FC","Centre-Back",2,0,0,4.4,3,180,0,3,26,0,0,3,"2016/2017"
"302","Craig Dawson","West Bromwich Albion","Centre-Back",2,0,0,8,2,180,0,12,29,0,1,3,"2016/2017"
"303","Craig Gardner","West Bromwich Albion","Central Midfield",3,0,1,13,2,133,0,9,34,0,1,3,"2016/2017"
"304","Cristhian Stuani","Middlesbrough FC","Centre-Forward",5,2,0,10.3,1,90,0,15,63,3,0,3,"2016/2017"
"305","Curtis Davies","Hull City","Centre-Back",2,0,1,15.5,1,180,0,15,63,3,1,3,"2016/2017"
"306","Cédric Soares","Southampton FC","Right-Back",2,0,0,7.5,3,168,0,5,25,0,0,3,"2016/2017"
"307","César Azpilicueta","Chelsea FC","Right-Back",2,0,1,5.3,2,180,0,14,36,1,0,3,"2016/2017"
"308","Daley Blind","Manchester United","Centre-Back",2,0,0,4.6,1,180,0,17,53,2,1,3,"2016/2017"
"309","Damien Delaney","Crystal Palace","Centre-Back",2,0,0,4.2,1,171,0,9,39,0,1,3,"2016/2017"
"310","Daniel Amartey","Leicester City","Defensive Midfield",3,0,0,1.9,0,23,0,3,6,0,0,3,"2016/2017"
"311","Daniel Ayala","Middlesbrough FC","Centre-Back",2,0,0,0.5,0,8,0,6,4,0,0,3,"2016/2017"
"312","Daniel Sturridge","Liverpool FC","Centre-Forward",5,0,0,3,2,64,0,3,2,0,0,3,"2016/2017"
"313","Danny Rose","Tottenham Hotspur","Left-Back",2,0,0,7.7,1,180,0,16,33,0,1,3,"2016/2017"
"314","Danny Simpson","Leicester City","Right-Back",2,0,0,3.4,2,172,0,7,34,0,1,3,"2016/2017"
"315","Dan Gosling","AFC Bournemouth","Central Midfield",3,0,0,1.5,0,5,0,2,4,0,0,3,"2016/2017"
"316","Darren Fletcher","West Bromwich Albion","Central Midfield",3,0,0,4.2,2,180,0,8,21,0,1,3,"2016/2017"
"317","David de Gea","Manchester United","Goalkeeper",1,0,0,2.5,1,180,0,14,31,0,1,3,"2016/2017"
"318","David Jones","Burnley FC","Central Midfield",3,0,0,1.3,1,86,0,1,8,0,0,3,"2016/2017"
"319","David Meyler","Hull City","Central Midfield",3,0,0,3.2,1,180,0,6,28,0,1,3,"2016/2017"
"320","David Nugent","Middlesbrough FC","Centre-Forward",5,0,0,0.3,0,4,0,3,8,0,0,3,"2016/2017"
"321","David Silva","Manchester City","Attacking Midfield",4,0,0,10.4,1,153,0,10,26,0,1,3,"2016/2017"
"322","Dean Marney","Burnley FC","Central Midfield",3,0,0,3.8,1,180,0,7,10,0,1,3,"2016/2017"
"323","Dejan Lovren","Liverpool FC","Centre-Back",2,0,0,3.8,5,180,0,2,27,0,0,3,"2016/2017"
"324","Demarai Gray","Leicester City","Left Winger",4,0,1,2.2,2,67,0,5,16,0,0,3,"2016/2017"
"325","Dimitri Payet","West Ham United","Attacking Midfield",4,0,0,3.8,1,24,0,1,3,0,0,3,"2016/2017"
"326","Divock Origi","Liverpool FC","Centre-Forward",5,0,0,1.8,0,41,0,3,3,0,0,3,"2016/2017"
"327","Donald Love","Sunderland AFC","Right-Back",2,0,0,5.5,4,180,0,2,29,0,0,3,"2016/2017"
"328","Duncan Watmore","Sunderland AFC","Right Winger",4,0,1,4.9,3,143,0,8,15,0,0,3,"2016/2017"
"329","Dusan Tadic","Southampton FC","Left Winger",4,0,0,24.6,3,180,0,7,23,0,0,3,"2016/2017"
"330","Eden Hazard","Chelsea FC","Left Winger",4,1,1,18.8,2,174,0,25,52,3,0,3,"2016/2017"
"331","Eldin Jakupovic","Hull City","Goalkeeper",1,0,0,4,1,180,0,14,43,0,1,3,"2016/2017"
"332","Emre Can","Liverpool FC","Defensive Midfield",3,0,0,0.4,1,21,0,1,4,0,0,3,"2016/2017"
"333","Enner Valencia","Everton FC","Centre-Forward",5,0,1,9.9,2,152,0,8,10,0,1,3,"2016/2017"
"334","Eric Bailly","Manchester United","Centre-Back",2,0,0,3.9,1,180,0,16,49,0,1,3,"2016/2017"
"335","Eric Dier","Tottenham Hotspur","Defensive Midfield",3,0,0,6.7,1,145,0,5,16,0,1,3,"2016/2017"
"336","Erik Lamela","Tottenham Hotspur","Right Winger",4,1,0,18.6,1,180,0,19,38,2,1,3,"2016/2017"
"337","Erik Pieters","Stoke City","Left-Back",2,0,0,6.9,5,180,0,3,27,0,0,3,"2016/2017"
"338","Fabian Delph","Manchester City","Central Midfield",3,0,0,0.6,1,30,0,2,4,0,0,3,"2016/2017"
"339","Fabio Borini","Sunderland AFC","Left Winger",4,0,0,1.5,2,90,0,4,8,0,0,3,"2016/2017"
"340","Federico Fernández","Swansea City","Centre-Back",2,0,0,6.3,2,180,0,6,35,0,1,3,"2016/2017"
"341","Fernando Llorente","Swansea City","Centre-Forward",5,0,1,16.6,2,180,0,9,4,0,1,3,"2016/2017"
"342","Fernando Luiz Rosa","Manchester City","Defensive Midfield",3,0,0,5,2,180,0,12,33,0,0,3,"2016/2017"
"343","Francis Coquelin","Arsenal FC","Defensive Midfield",3,0,0,5,4,180,0,3,17,0,1,3,"2016/2017"
"344","Fraser Forster","Southampton FC","Goalkeeper",1,0,0,1.9,3,180,0,6,21,0,0,3,"2016/2017"
"345","Gareth Barry","Everton FC","Defensive Midfield",3,1,0,14.3,2,174,0,14,46,3,0,3,"2016/2017"
"346","Gareth McAuley","West Bromwich Albion","Centre-Back",2,1,0,11.8,2,180,0,20,43,1,1,3,"2016/2017"
"347","Gary Cahill","Chelsea FC","Centre-Back",2,0,0,4.9,2,180,0,9,25,0,0,3,"2016/2017"
"348","Gastón Ramírez","Middlesbrough FC","Attacking Midfield",4,0,1,8.7,1,145,0,7,22,0,0,3,"2016/2017"
"349","Gaël Clichy","Manchester City","Left-Back",2,0,0,2.7,1,79,0,4,13,0,0,3,"2016/2017"
"350","George Boyd","Burnley FC","Midfielder",3,0,0,5.9,1,180,0,7,21,0,1,3,"2016/2017"
"351","George Friend","Middlesbrough FC","Left-Back",2,0,0,10.8,2,180,0,4,35,0,0,3,"2016/2017"
"352","Georginio Wijnaldum","Liverpool FC","Central Midfield",3,0,1,12,5,177,0,9,38,0,0,3,"2016/2017"
"353","Gerard Deulofeu","Everton FC","Right Winger",4,0,0,10,2,127,0,4,9,0,0,3,"2016/2017"
"354","Giannelli Imbula","Stoke City","Defensive Midfield",3,0,0,4.2,3,161,0,7,23,1,0,3,"2016/2017"
"355","Glenn Whelan","Stoke City","Defensive Midfield",3,0,0,5.9,5,180,0,7,35,1,0,3,"2016/2017"
"356","Granit Xhaka","Arsenal FC","Defensive Midfield",3,0,0,2.7,0,96,0,5,4,0,1,3,"2016/2017"
"357","Gylfi Sigurdsson","Swansea City","Attacking Midfield",4,0,0,12.1,2,121,0,4,14,0,0,3,"2016/2017"
"358","Gökhan Töre","West Ham United","Right Winger",4,0,1,10,2,144,0,8,25,0,1,3,"2016/2017"
"359","Harry Arter","AFC Bournemouth","Central Midfield",3,0,0,3.2,4,166,0,6,16,0,0,3,"2016/2017"
"360","Harry Kane","Tottenham Hotspur","Centre-Forward",5,0,1,10.6,1,179,0,9,24,0,1,3,"2016/2017"
"361","Henrikh Mkhitaryan","Manchester United","Attacking Midfield",4,0,0,1.5,0,31,0,3,2,0,0,3,"2016/2017"
"362","Heurelho Gomes","Watford FC","Goalkeeper",1,0,0,3.5,3,180,0,7,38,1,0,3,"2016/2017"
"363","Hugo Lloris","Tottenham Hotspur","Goalkeeper",1,0,0,2.5,1,34,0,2,10,0,0,3,"2016/2017"
"364","Héctor Bellerín","Arsenal FC","Right-Back",2,0,0,8.9,4,180,0,11,40,3,1,3,"2016/2017"
"365","Idrissa Gueye","Everton FC","Central Midfield",3,0,0,6.3,2,180,0,7,48,0,0,3,"2016/2017"
"366","Jack Cork","Swansea City","Defensive Midfield",3,0,0,10.7,2,180,0,7,44,0,1,3,"2016/2017"
"367","Jack Rodwell","Sunderland AFC","Defensive Midfield",3,0,1,6.1,4,180,0,9,33,1,0,3,"2016/2017"
"368","Jack Wilshere","Arsenal FC","Central Midfield",3,0,0,2.1,0,18,0,1,9,0,0,3,"2016/2017"
"369","Jake Livermore","Hull City","Defensive Midfield",3,0,0,7.8,1,180,0,7,32,0,1,3,"2016/2017"
"370","James Collins","West Ham United","Centre-Back",2,1,0,12,2,180,0,15,49,2,1,3,"2016/2017"
"371","James McCarthy","Everton FC","Central Midfield",3,0,0,3,2,127,0,3,14,0,0,3,"2016/2017"
"372","James McClean","West Bromwich Albion","Left Winger",4,0,1,11.3,0,47,0,8,24,0,0,3,"2016/2017"
"373","James Milner","Liverpool FC","Central Midfield",3,0,0,7.7,2,76,0,12,17,0,0,3,"2016/2017"
"374","James Tomkins","Crystal Palace","Centre-Back",2,0,0,0.1,1,9,0,1,4,0,0,3,"2016/2017"
"375","James Ward-Prowse","Southampton FC","Central Midfield",3,0,0,2.2,1,54,0,5,8,0,0,3,"2016/2017"
"376","Jamie Vardy","Leicester City","Centre-Forward",5,0,0,11.3,2,180,0,12,4,0,1,3,"2016/2017"
"377","Jan Vertonghen","Tottenham Hotspur","Centre-Back",2,0,0,6.3,1,180,0,9,43,1,1,3,"2016/2017"
"378","Jason Puncheon","Crystal Palace","Attacking Midfield",4,0,0,10.2,2,166,0,12,30,0,0,3,"2016/2017"
"379","Jefferson Montero","Swansea City","Left Winger",4,0,0,9.5,2,63,0,3,17,0,0,3,"2016/2017"
"380","Jeremain Lens","Sunderland AFC","Right Winger",4,0,0,9.2,0,45,0,2,7,0,0,3,"2016/2017"
"381","Jermain Defoe","Sunderland AFC","Centre-Forward",5,1,0,10.6,3,172,0,19,28,2,0,3,"2016/2017"
"382","Jesús Navas","Manchester City","Right-Back",2,0,1,11.7,2,100,0,6,21,0,0,3,"2016/2017"
"383","Joel Asoro","Sunderland AFC","Centre-Forward",5,0,0,0.2,0,10,0,1,3,0,0,3,"2016/2017"
"384","Joel Ward","Crystal Palace","Right-Back",2,0,0,4.4,2,180,0,6,25,0,0,3,"2016/2017"
"385","Joe Allen","Stoke City","Central Midfield",3,0,0,4.9,4,103,0,4,17,0,0,3,"2016/2017"
"386","Joe Ledley","Crystal Palace","Central Midfield",3,0,0,0.3,0,45,0,1,3,0,0,3,"2016/2017"
"387","Johann Berg Gudmundsson","Burnley FC","Right Winger",4,0,0,1.4,1,51,0,3,5,0,0,3,"2016/2017"
"388","John O'Shea","Sunderland AFC","Centre-Back",2,0,0,1,3,126,0,2,10,0,0,3,"2016/2017"
"389","John Stones","Manchester City","Centre-Back",2,0,0,4.1,2,180,0,4,28,0,0,3,"2016/2017"
"390","John Terry","Chelsea FC","Centre-Back",2,0,0,5.2,2,180,0,10,32,0,0,3,"2016/2017"
"391","Jonas Olsson","West Bromwich Albion","Centre-Back",2,0,0,2.9,2,180,0,6,28,0,1,3,"2016/2017"
"392","Jonathan Calleri","West Ham United","Centre-Forward",5,0,0,0.9,0,28,0,2,-2,0,0,2,"2016/2017"
"393","Jonathan Leko","West Bromwich Albion","Right Winger",4,0,0,0.6,0,26,0,2,2,0,0,3,"2016/2017"
"394","Jonathan Walters","Stoke City","Right Winger",4,0,0,0.8,2,41,0,3,7,0,0,3,"2016/2017"
"395","Jonny Evans","West Bromwich Albion","Centre-Back",2,0,0,2,2,180,0,13,28,0,1,3,"2016/2017"
"396","Jordan Henderson","Liverpool FC","Central Midfield",3,0,0,12.4,5,180,0,4,30,0,0,3,"2016/2017"
"397","Jordi Amat","Swansea City","Centre-Back",2,0,0,11.4,2,180,0,7,47,0,1,3,"2016/2017"
"398","Jordon Ibe","AFC Bournemouth","Right Winger",4,0,0,7.2,3,145,0,6,17,0,1,3,"2016/2017"
"399","Jordon Mutch","Crystal Palace","Central Midfield",3,0,0,1.8,1,9,0,1,7,0,0,3,"2016/2017"
"400","Jordy Clasie","Southampton FC","Defensive Midfield",3,0,0,0.3,2,79,0,2,6,0,0,3,"2016/2017"
"401","Joshua King","AFC Bournemouth","Second Striker",5,0,0,9.7,4,180,0,13,13,0,0,3,"2016/2017"
"402","José Holebas","Watford FC","Left-Back",2,0,0,8,3,179,0,2,7,0,0,3,"2016/2017"
"403","Juan Mata","Manchester United","Attacking Midfield",4,1,0,15.7,1,149,0,13,49,0,1,3,"2016/2017"
"404","Jérémy Pied","Southampton FC","Right-Back",2,0,0,3.4,0,12,0,1,2,0,0,3,"2016/2017"
"405","Kasper Schmeichel","Leicester City","Goalkeeper",1,0,0,5.1,2,180,0,11,44,1,1,3,"2016/2017"
"406","Kelechi Iheanacho","Manchester City","Centre-Forward",5,0,1,7.8,0,19,0,5,18,0,0,3,"2016/2017"
"407","Kevin De Bruyne","Manchester City","Attacking Midfield",4,0,1,13.7,2,177,0,12,25,0,0,3,"2016/2017"
"408","Kevin Mirallas","Everton FC","Right Winger",4,1,1,12.9,2,155,0,16,38,1,0,3,"2016/2017"
"409","Kyle Naughton","Swansea City","Right-Back",2,0,0,17.2,2,180,0,8,49,0,1,3,"2016/2017"
"410","Kyle Walker","Tottenham Hotspur","Right-Back",2,0,1,11.3,1,180,0,14,53,3,1,3,"2016/2017"
"411","Lamine Koné","Sunderland AFC","Centre-Back",2,0,0,6.5,2,90,0,3,18,0,0,3,"2016/2017"
"412","Laurent Koscielny","Arsenal FC","Centre-Back",2,0,0,2.7,0,90,0,9,30,1,1,3,"2016/2017"
"413","Leighton Baines","Everton FC","Left-Back",2,0,0,8,2,180,0,11,28,0,0,3,"2016/2017"
"414","Leonardo Ulloa","Leicester City","Centre-Forward",5,0,0,0.6,0,32,0,3,7,0,0,3,"2016/2017"
"415","Leon Britton","Swansea City","Central Midfield",3,0,0,0.5,0,59,0,1,10,0,0,3,"2016/2017"
"416","Leroy Fer","Swansea City","Central Midfield",3,1,0,14.2,0,157,0,20,49,3,2,3,"2016/2017"
"417","Lewis Cook","AFC Bournemouth","Central Midfield",3,0,0,2.5,3,80,0,2,10,0,0,3,"2016/2017"
"418","Lewis Grabban","AFC Bournemouth","Centre-Forward",5,0,1,3.3,1,40,0,6,15,0,0,3,"2016/2017"
"419","Luis Hernández","Leicester City","Centre-Back",2,0,0,1.4,2,90,0,1,11,0,0,3,"2016/2017"
"420","Lukasz Fabianski","Swansea City","Goalkeeper",1,0,0,3.7,2,180,0,19,42,1,1,3,"2016/2017"
"421","Lukas Jutkiewicz","Burnley FC","Centre-Forward",5,0,0,0.3,0,13,0,2,5,0,0,3,"2016/2017"
"422","Luke Shaw","Manchester United","Left-Back",2,0,1,4.6,1,180,0,19,44,2,1,3,"2016/2017"
"423","Lynden Gooch","Sunderland AFC","Right Winger",4,0,0,8.7,3,154,0,5,18,0,0,3,"2016/2017"
"424","Maarten Stekelenburg","Everton FC","Goalkeeper",1,0,0,4.6,2,180,0,11,27,0,0,3,"2016/2017"
"425","Manuel Agudo Durán","Manchester City","Left Winger",4,2,0,13.9,0,80,0,19,38,2,0,3,"2016/2017"
"426","Marc Albrighton","Leicester City","Right Midfield",3,0,0,1.9,0,86,0,6,10,0,1,3,"2016/2017"
"427","Marko Arnautovic","Stoke City","Centre-Forward",5,0,0,7.8,4,177,0,5,9,0,0,3,"2016/2017"
"428","Marko Grujic","Liverpool FC","Central Midfield",3,0,0,1.4,0,13,0,1,3,0,0,3,"2016/2017"
"429","Mark Noble","West Ham United","Central Midfield",3,0,0,6.2,2,180,0,6,26,0,1,3,"2016/2017"
"430","Marouane Fellaini","Manchester United","Central Midfield",3,0,0,5.1,1,180,0,7,38,0,1,3,"2016/2017"
"431","Mason Holgate","Everton FC","Centre-Back",2,0,1,8.5,2,180,0,16,46,2,0,3,"2016/2017"
"432","Matthew Lowton","Burnley FC","Right-Back",2,0,0,8.8,1,180,0,9,36,1,1,3,"2016/2017"
"433","Matt Phillips","West Bromwich Albion","Right Winger",4,0,0,2.5,2,154,0,8,8,0,1,3,"2016/2017"
"434","Matt Targett","Southampton FC","Left-Back",2,0,0,8.5,3,180,0,5,38,0,0,3,"2016/2017"
"435","Max Gradel","AFC Bournemouth","Left Winger",4,0,0,2.7,0,10,0,1,5,0,0,3,"2016/2017"
"436","Maya Yoshida","Southampton FC","Centre-Back",2,0,0,2.4,1,90,0,2,17,0,0,3,"2016/2017"
"437","Memphis Depay","Manchester United","Centre-Forward",5,0,0,0.2,0,2,0,1,0,0,0,3,"2016/2017"
"438","Mesut Özil","Arsenal FC","Attacking Midfield",4,0,0,2.5,0,18,0,9,5,0,0,3,"2016/2017"
"439","Michael Keane","Burnley FC","Centre-Back",2,0,0,4.6,1,180,0,8,41,0,1,3,"2016/2017"
"440","Michail Antonio","West Ham United","Right Winger",4,1,0,15.3,1,141,0,18,40,3,1,3,"2016/2017"
"441","Michel Vorm","Tottenham Hotspur","Goalkeeper",1,0,0,3,0,146,0,9,34,0,1,3,"2016/2017"
"442","Michy Batshuayi","Chelsea FC","Centre-Forward",5,1,1,10.6,0,24,0,11,35,1,0,3,"2016/2017"
"443","Miguel Britos","Watford FC","Centre-Back",2,0,0,6.6,3,180,0,2,36,0,0,3,"2016/2017"
"444","Mile Jedinak","Crystal Palace","Defensive Midfield",3,0,0,4.3,1,90,0,2,8,0,0,3,"2016/2017"
"445","Modou Barrow","Swansea City","Right Winger",4,0,0,17.2,1,147,0,9,31,0,1,3,"2016/2017"
"446","Mohamed Elneny","Arsenal FC","Defensive Midfield",3,0,0,1.1,4,66,0,3,14,0,0,3,"2016/2017"
"447","Morgan Schneiderlin","Manchester United","Defensive Midfield",3,0,0,0.1,0,6,0,1,3,0,0,3,"2016/2017"
"448","N'Golo Kanté","Chelsea FC","Central Midfield",3,0,0,4.8,2,180,0,6,22,0,0,3,"2016/2017"
"449","Nacho Monreal","Arsenal FC","Left-Back",2,0,0,7.8,4,180,0,11,46,3,1,3,"2016/2017"
"450","Nathaniel Clyne","Liverpool FC","Right-Back",2,0,1,12.1,5,180,0,7,32,0,0,3,"2016/2017"
"451","Nathan Aké","Chelsea FC","Centre-Back",2,0,0,0.6,2,24,0,3,6,0,0,5,"2016/2017"
"452","Nathan Aké","Chelsea FC","Left Winger",4,0,0,0.6,3,27,0,4,9,0,0,6,"2016/2017"
"453","Nathan Aké","AFC Bournemouth","Centre-Back",2,0,0,0.3,1,12,0,2,3,0,0,3,"2016/2017"
